prob_pred,prob_true
0.1355137256854385,0.1158966327329679
0.29747284982621214,0.30600139567341245
0.4987054349709551,0.5033721643163703
0.7088889995056068,0.7074148296593187
0.8483400248642758,0.8322813345356177
