prob_pred,prob_true
0.13508404388520595,0.11895625479662318
0.2962541426598056,0.3073727933541018
0.49836069450399034,0.5089561457689932
0.7109839791700274,0.7109533468559838
0.8457145449292208,0.8344733242134063
